A;T;S;R;H;F;Q;P;D;L;X;W;C;V
6.4;157;0.5;20.2;0.083;35;5;3.17;0.99976;9.1;0.10;0.65;0.25;0.24
6.9;176;0.54;6.2;0.066;41;5;3.12;0.99552;9.4;1.00;0.66;0.42;0.4
6.9;178;0.53;6.2;0.065;42;5;3.11;0.99552;9.4;0.13;0.23;0.43;0.4
7.1;211;0.59;6.85;0.053;32;6;3.31;0.99587;10.4;0.11;0.47;0.31;0.2
6.6;189;0.49;8;0.047;61;5;3.22;0.99604;9.2;0.17;0.09;0.51;0.25
6.8;183;0.51;8.2;0.046;52;5;3.2;0.99584;9.4;0.14;0.90;0.44;0.26
6.5;107;0.53;2.2;0.033;39;7;3.22;0.98894;13.5;0.14;0.64;0.3;0.37
6.8;151;0.4;10.1;0.053;37;5;3.07;0.9963;9.4;0.50;0.84;0.53;0.35
6.4;83;0.55;7.2;0.028;15;8;3.13;0.993;10.9;0.50;0.09;0.32;0.22
6.5;107;0.53;2.2;0.033;39;7;3.22;0.98894;13.5;0.33;0.08;0.3;0.37
6.8;151;0.4;10.1;0.053;37;5;3.07;0.9963;9.4;0.13;0.53;0.53;0.35
6.9;114;0.45;1.6;0.036;34;7;3.19;0.99068;11.4;0.20;0.82;0.32;0.31
6.7;125;0.51;1.3;0.036;45;7;3.19;0.98964;12.4;0.20;0.08;0.37;0.16
6.6;189;0.49;8;0.047;61;5;3.22;0.99604;9.2;0.14;0.84;0.51;0.25
6.8;183;0.51;8.2;0.046;52;5;3.2;0.99584;9.4;0.10;0.28;0.44;0.26
5.6;79;0.39;5.3;0.038;8;6;3.3;0.9923;10.5;0.11;0.53;0.31;0.15
5.5;99;0.38;14;0.031;16;8;3.26;0.99437;11.5;0.25;0.08;0.32;0.15
6.4;83;0.55;7.2;0.028;15;8;3.13;0.993;10.9;1.00;0.60;0.32;0.22
7.3;123;0.44;1.6;0.04;36;6;3.34;0.99238;10.8;1.00;0.89;0.26;0.2
7.5;148;0.46;11.8;0.038;52;5;3.03;0.99801;8.9;0.20;0.22;0.71;0.17
7.5;151;0.46;9.6;0.039;53;5;3.03;0.99802;8.9;0.14;0.06;0.72;0.18
7;184;0.5;6.1;0.042;60;6;3.2;0.99566;9.4;1.00;0.23;0.48;0.27
5.8;153;0.73;2.7;0.049;25;7;3.44;0.99067;12.2;0.25;0.80;0.31;0.32
7.8;100;0.47;3.6;0.025;22;7;2.99;0.99066;12.1;0.14;0.71;0.31;0.26
7.4;128;0.66;1.7;0.03;23;5;3.17;0.9929;10.9;0.13;0.94;0.32;0.3
6.7;109;0.58;1.6;0.026;27;6;3.34;0.9934;10.1;0.25;0.26;0.34;0.16
5.8;153;0.73;2.7;0.049;25;7;3.44;0.99067;12.2;0.50;0.27;0.31;0.32
6.7;71;0.38;1;0.032;14;7;3.31;0.98912;13;0.11;0.25;0.39;0.19
6.6;72;0.39;0.9;0.038;15;5;3.23;0.99066;11;0.11;0.51;0.24;0.36
7.2;126;0.49;1.6;0.052;24;5;3.19;0.99228;10.8;0.33;0.79;0.41;0.17
6.7;71;0.38;1;0.032;14;7;3.31;0.98912;13;0.17;0.59;0.39;0.19
6;148;0.34;10.6;0.052;69;4;2.91;0.9958;9.3;0.25;0.70;0.47;0.11
6;123;0.42;2;0.042;63;6;3.44;0.99052;11.4;0.13;0.78;0.34;0.21
6.7;120;0.38;1.2;0.152;49;5;2.99;0.99312;9.2;0.13;0.08;0.82;0.325
6.6;241;0.6;6.2;0.056;42;5;3.5;0.9968;9.9;0.17;0.46;0.46;0.4
6.5;150;0.44;9.2;0.044;25;5;3.22;0.99502;10.5;0.33;0.86;0.24;0.2
7.6;56;0.48;5;0.04;18;6;3.06;0.99084;12.4;0.13;0.95;0.34;0.27
7.2;172;0.53;6.3;0.047;52;6;3.18;0.99573;9.5;0.50;0.91;0.4;0.26
6.3;161;0.5;3.3;0.048;41;6;3.16;0.99256;10.5;0.20;0.57;0.22;0.25
6.5;196;0.48;8;0.053;52;6;3.23;0.9959;9.1;0.14;0.33;0.45;0.22
6.4;138;0.35;1.2;0.034;53;7;3.38;0.99084;11.5;0.50;0.25;0.31;0.14
6.4;138;0.35;1.2;0.034;53;7;3.38;0.99084;11.5;0.50;0.18;0.31;0.14
7.1;170;0.37;16.2;0.044;31;5;3.17;0.99644;11.2;0.50;0.58;0.32;0.26
6.6;140;0.4;11.6;0.05;59;5;3.22;0.99526;10.8;1.00;0.76;0.34;0.22
6.6;186;0.44;7.2;0.064;31;5;3.12;0.9954;9.4;0.14;0.32;0.43;0.45
6.6;73;0.58;1.1;0.031;13;6;3.17;0.99095;11;0.11;0.46;0.3;0.17
7.2;112;0.37;3.4;0.048;22;7;3.21;0.99188;11.3;0.13;0.49;0.28;0.44
6.2;117;0.38;1.4;0.041;51;6;3.28;0.9909;11.2;1.00;0.88;0.27;0.15
6.3;161;0.5;3.3;0.048;41;6;3.16;0.99256;10.5;0.25;0.04;0.22;0.25
6.5;196;0.48;8;0.053;52;6;3.23;0.9959;9.1;0.25;0.55;0.45;0.22
7.3;154;0.5;9.3;0.05;35;6;3.21;0.99581;10.4;0.14;0.14;0.3;0.26
6.9;82;0.58;2.3;0.033;14;7;3.1;0.99132;11.2;0.50;0.04;0.29;0.15
5.8;89;0.36;0.9;0.034;34;7;3.14;0.98936;11.1;0.11;0.81;0.29;0.22
6.5;92;0.38;3.5;0.036;23;6;3.18;0.99136;11.2;0.11;0.98;0.33;0.37
5.5;98;0.39;1.7;0.036;17;6;3.29;0.99142;10.5;0.50;0.30;0.38;0.375
5.9;92;0.45;1.3;0.047;23;6;3.2;0.99232;10;0.13;0.81;0.4;0.2
5.9;90;0.47;1.3;0.046;24;6;3.2;0.99232;10;0.17;0.89;0.38;0.22
8;97;0.42;5.6;0.049;24;5;3.1;0.993;10.9;0.13;0.88;0.31;0.22
6.5;87;0.56;7.4;0.028;16;7;3.15;0.99311;10.9;0.10;0.10;0.29;0.22
6.9;82;0.58;2.3;0.033;14;7;3.1;0.99132;11.2;0.14;0.60;0.29;0.15
5.8;86;0.42;1;0.035;40;5;3.5;0.98993;11.7;0.33;0.69;0.34;0.2
6.6;144;0.42;1.5;0.033;55;5;3.16;0.99208;10;0.14;0.25;0.07;0.31
7.7;210;0.64;10;0.169;22;5;3.02;0.99776;9.5;0.50;0.42;0.37;0.43
6.7;136;0.52;14.9;0.053;55;5;3.03;0.99839;9;0.17;0.71;0.29;0.24
7.3;86;0.56;9.3;0.052;19;5;3.04;0.99574;10;0.25;0.01;0.34;0.23
7.9;154;0.43;1;0.041;37;5;3.08;0.99093;11.9;0.13;0.00;0.39;0.2
5.3;101;0.59;1;0.028;40;6;3.57;0.99156;10.6;1.00;0.19;0.39;0.16
6.4;101;0.4;5.9;0.047;29;6;3.15;0.99278;11;0.33;0.94;0.28;0.21
6.9;143;0.43;5;0.027;46;7;3.25;0.9924;11.2;0.20;0.89;0.26;0.33
5.6;129;0.6;1.25;0.034;29;7;3.51;0.98984;12;0.20;0.27;0.58;0.18
6.6;96;0.6;3.9;0.027;39;8;3.24;0.99035;12.6;0.50;0.65;0.31;0.29
6.9;143;0.43;5;0.027;46;7;3.25;0.9924;11.2;0.11;0.23;0.26;0.33
6.6;113;0.68;0.8;0.034;48;6;3.24;0.99165;10.5;0.33;0.45;0.36;0.21
7.3;144;0.52;1;0.037;66;6;3.11;0.9923;10.2;0.17;0.99;0.33;0.21
6.4;101;0.4;5.9;0.047;29;6;3.15;0.99278;11;0.17;0.42;0.28;0.21
5.1;90;0.52;1.6;0.028;12;6;3.57;0.99008;12.2;0.10;0.48;0.32;0.11
6.5;76;0.41;1.3;0.036;19;6;3.18;0.98964;12.3;0.50;0.47;0.32;0.15
5.3;101;0.59;1;0.028;40;6;3.57;0.99156;10.6;0.25;0.22;0.39;0.16
5.6;115;0.5;1.1;0.032;33;6;3.36;0.9909;10.4;0.10;0.87;0.46;0.19
5.6;129;0.6;1.25;0.034;29;7;3.51;0.98984;12;0.20;0.75;0.58;0.18
6.7;121;0.53;1.4;0.021;22;7;3.15;0.9889;12.7;0.11;0.53;0.32;0.48
6.2;128;0.28;1.2;0.018;18;5;3.05;0.99178;10.6;0.33;0.54;0.23;0.23
6;108;0.34;5;0.028;25;6;3.14;0.99076;12.3;0.14;0.35;0.29;0.17
6.7;121;0.53;1.4;0.021;22;7;3.15;0.9889;12.7;1.00;0.49;0.32;0.48
6.7;84;0.53;1.7;0.037;20;6;3.09;0.99046;11.4;0.25;0.70;0.38;0.15
4.2;161;0.89;1.8;0.029;93;7;3.65;0.98999;12;0.33;0.50;0.36;0.17
5.8;95;0.94;1.6;0.045;38;8;3.23;0.98946;12.4;0.17;0.66;0.32;0.21
5.4;121;0.99;1.5;0.03;74;7;3.24;0.98976;12.1;0.13;0.80;0.36;0.23
6.7;84;0.53;1.7;0.037;20;6;3.09;0.99046;11.4;0.25;0.72;0.38;0.15
6.4;135;0.38;13.9;0.04;57;5;3.21;0.99672;10.7;0.10;0.45;0.31;0.22
6.5;162;0.4;5.9;0.045;75;5;2.97;0.99482;9.3;0.11;0.91;0.55;0.15
5.9;138;0.42;2.1;0.027;35;6;3.37;0.98945;12.7;0.20;0.50;0.33;0.32
5.7;88;0.39;1.1;0.029;24;6;3.18;0.98883;11.7;0.13;0.50;0.3;0.37
7.9;64;0.49;6.7;0.039;22;5;2.93;0.99362;10.7;0.50;0.43;0.35;0.25
7.2;94;0.43;2.7;0.033;38;7;2.99;0.99075;11.8;0.10;0.25;0.28;0.21
7;125;0.39;6.7;0.039;37;5;3.2;0.99436;9.9;1.00;0.43;0.3;0.24
6.8;81;0.53;3.95;0.047;16;7;3.23;0.98988;13.4;0.13;0.76;0.33;0.475
7;114;0.64;7.75;0.032;30;7;3.12;0.99158;12.8;0.25;0.70;0.32;0.28
6.9;87;0.45;10.6;0.033;24;6;3.15;0.99265;12.8;0.33;0.19;0.3;0.4
6.6;101;0.41;1.6;0.042;18;5;3.13;0.99195;10.5;0.17;0.09;0.31;0.41
6.4;84;0.55;2.5;0.032;24;5;3.31;0.99168;11.5;0.50;0.68;0.28;0.2
8.5;25;0.37;0.7;0.04;5;4;3.04;0.9918;10.5;0.14;0.15;0.34;0.22
8.4;132;0.39;11.1;0.032;21;6;2.95;0.99313;13;0.50;0.09;0.36;0.36
5.2;138;0.34;5.15;0.035;64;8;3.19;0.9895;12.4;0.20;1.00;0.29;0.285
6.9;148;0.35;4.7;0.041;40;6;3.16;0.9932;10.2;0.20;0.96;0.3;0.2
6.7;234;0.5;9.7;0.054;67;5;3.23;0.99848;9;1.00;0.03;0.46;0.42
6.2;153;0.86;1.7;0.038;85;7;3.33;0.9909;12;0.25;0.90;0.34;0.16
6.4;68;0.5;1.4;0.044;22;7;3.15;0.99014;11.7;0.50;0.08;0.36;0.125
6.4;180;0.57;2;0.054;20;5;3.58;0.9952;10;0.17;0.46;0.26;0.44
7;218;0.54;7.5;0.055;42;5;3.37;0.99652;10.3;0.20;0.84;0.39;0.31
6.7;234;0.5;9.7;0.054;67;5;3.23;0.99848;9;0.25;0.75;0.46;0.42
8.6;78;0.38;0.8;0.032;25;5;2.99;0.99104;11.1;0.10;0.44;0.28;0.18
6.2;150;0.46;13.1;0.05;59;5;3.31;0.99772;9;1.00;0.64;0.26;0.21
6.1;97;0.58;1.1;0.031;37;6;3.4;0.9922;10.5;0.33;0.25;0.37;0.16
6.5;92;0.59;2.2;0.028;36;7;3.27;0.99076;11.9;0.25;0.00;0.32;0.22
6.2;155;0.5;8.9;0.036;38;5;3.27;0.99622;9.4;0.33;0.88;0.14;0.36
5.7;81;0.52;1.1;0.035;26;6;3.31;0.9902;11.4;0.17;0.84;0.25;0.21
6.4;114;0.58;0.9;0.034;40;7;3.31;0.99114;10.8;0.17;0.51;0.32;0.25
7.6;157;0.46;1.7;0.073;40;5;3.1;0.9938;9.8;0.11;0.49;0.26;0.31
6.6;183;0.45;6.9;0.047;59;5;3.2;0.99594;9.3;0.13;0.17;0.46;0.26
5.7;81;0.52;1.1;0.035;26;6;3.31;0.9902;11.4;0.50;0.89;0.25;0.21
6.2;73;0.52;1;0.031;22;6;3.24;0.99035;11.3;0.25;0.42;0.31;0.2
6.2;73;0.52;1;0.031;23;6;3.23;0.99032;11.3;1.00;0.03;0.3;0.18
6.1;170;0.48;7.6;0.031;49;5;3.22;0.99558;9.5;0.13;0.67;0.2;0.37
6.2;155;0.5;8.9;0.036;38;5;3.27;0.99622;9.4;1.00;0.79;0.14;0.36
6.5;92;0.59;2.2;0.028;36;7;3.27;0.99076;11.9;0.10;0.28;0.32;0.22
7.7;199;0.38;1.2;0.046;49;5;3.03;0.99413;9.3;0.33;0.99;0.3;0.18
6.9;81;0.54;1;0.041;22;6;3.03;0.99043;11.4;0.14;0.55;0.38;0.14
6.9;81;0.54;1;0.041;22;6;3.03;0.99043;11.4;1.00;0.73;0.38;0.14
6;128;0.39;3.1;0.053;57;6;3.22;0.98982;12.7;0.14;0.34;0.26;0.44
7.1;118;0.45;1.95;0.033;26;7;3.2;0.98934;13.5;0.10;0.71;0.4;0.36
5.7;65;0.52;2.2;0.019;15;6;3.06;0.9902;11.2;0.10;0.20;0.28;0.28
6.4;118;0.41;8.75;0.038;38;5;3.19;0.99449;10.7;0.17;0.29;0.32;0.16
7.4;92;0.46;11.9;0.032;13;4;3.01;0.99629;10.8;0.17;0.84;0.4;0.28
6.7;202;0.57;2.7;0.054;27;6;3.46;0.9948;10.5;0.14;0.06;0.31;0.39
6.5;137;0.32;5.45;0.014;44;8;3.13;0.98984;13;0.13;0.57;0.47;0.44
6.9;131;0.49;6.3;0.029;41;6;3.08;0.99326;10.8;0.50;0.73;0.31;0.22
6.6;118;0.5;14.4;0.046;39;6;3.05;0.99834;9.1;0.33;0.54;0.29;0.22
7.7;196;0.5;7.8;0.038;67;5;3.1;0.99555;10.1;0.33;0.92;0.3;0.25
5.2;59;0.84;1.6;0.028;13;8;3.3;0.98975;11.9;0.20;0.72;0.33;0.155
7;140;0.31;9.1;0.036;45;7;2.98;0.99216;12;0.50;0.81;0.31;0.31
7;140;0.31;9.1;0.036;45;7;2.98;0.99216;12;0.20;0.27;0.31;0.31
6.6;118;0.5;14.4;0.046;39;6;3.05;0.99834;9.1;0.17;0.77;0.29;0.22
5.6;147;0.95;1.3;0.041;81;8;3.22;0.9901;11.6;0.13;0.98;0.4;0.21
5.2;59;0.84;1.6;0.028;13;8;3.3;0.98975;11.9;0.20;0.93;0.33;0.155
6.4;192;0.5;11.3;0.038;69;6;3.14;0.99573;10.2;0.13;0.29;0.32;0.25
6.9;131;0.49;6.3;0.029;41;6;3.08;0.99326;10.8;0.20;0.63;0.31;0.22
5.3;66;0.4;0.7;0.028;11;5;3.3;0.99215;9.8;0.33;0.06;0.29;0.21
7.1;89;0.3;1.25;0.023;3;4;2.95;0.98993;11.4;0.11;0.74;0.28;0.27
5.2;68;0.41;0.7;0.03;11;5;3.3;0.99218;9.8;0.13;0.43;0.27;0.17
7.7;196;0.5;7.8;0.038;67;5;3.1;0.99555;10.1;1.00;0.65;0.3;0.25
7;98;0.38;10.3;0.039;41;8;3.19;0.99564;9.8;0.13;0.67;0.29;0.12
7;98;0.38;10.3;0.039;41;8;3.19;0.99564;9.8;1.00;0.38;0.29;0.12
7.1;128;0.4;7.8;0.036;49;6;3.21;0.99397;10.7;0.11;0.70;0.34;0.29
7.2;111;0.61;8.7;0.022;14;5;3.11;0.99576;10.6;0.13;0.10;0.3;0.3
6.8;173;0.47;8.3;0.037;49;5;3.17;0.99601;9.3;0.20;0.82;0.46;0.26
7;98;0.38;10.3;0.039;41;8;3.19;0.99564;9.8;0.25;1.00;0.29;0.12
7.1;128;0.4;7.8;0.036;49;6;3.21;0.99397;10.7;0.13;0.05;0.34;0.29
4.9;150;0.59;1.2;0.016;39;8;3.33;0.98713;14;0.50;0.81;0.31;0.33
5.1;107;0.37;8.3;0.026;27;6;3.36;0.99308;11;0.11;0.43;0.28;0.29
5.1;107;0.37;8.3;0.026;27;6;3.36;0.99308;11;0.20;0.78;0.28;0.29
6.8;182;0.45;6.2;0.049;55;6;3.21;0.99582;9.4;0.14;0.58;0.48;0.26
6;139;0.36;5;0.078;30;6;3.1;0.99494;9;0.10;0.44;0.52;0.28
6;108;0.55;1.8;0.042;8;5;3.08;0.9929;9;0.11;0.39;0.25;0.28
7.2;101;0.53;1.6;0.044;17;5;3.37;0.99471;10;0.33;0.79;0.22;0.2
6.1;109;0.54;1.8;0.041;9;5;3.08;0.9929;9;0.14;0.52;0.25;0.27
6;108;0.55;1.8;0.042;8;5;3.08;0.9929;9;0.13;0.20;0.25;0.28
6.4;79;0.6;2.9;0.036;25;7;3.29;0.99037;12.4;0.25;0.36;0.3;0.29
7.4;123;0.44;6;0.042;28;5;3.14;0.99304;11.3;0.10;0.64;0.24;0.35
8.1;86;0.55;0.9;0.034;36;6;2.8;0.99026;12;1.00;0.87;0.38;0.12
6.4;94;0.56;1.1;0.031;37;6;3.01;0.98986;11.7;0.11;0.36;0.3;0.12
7.2;101;0.53;1.6;0.044;17;5;3.37;0.99471;10;0.33;0.81;0.22;0.2
7.3;90;0.54;5.45;0.016;26;7;2.84;0.98951;13.2;0.11;0.41;0.26;0.4
7.7;114;0.59;14.05;0.04;41;7;3.07;0.99634;11;0.17;0.10;0.34;0.11
6.9;114;0.54;8;0.03;30;6;3.22;0.99368;11;0.20;0.29;0.41;0.23
6.9;94;0.48;13.1;0.112;14;5;3.02;0.99792;9.2;0.10;0.77;0.38;0.38
7.5;113;0.48;4.9;0.021;38;7;3.08;0.99026;13;0.17;0.43;0.29;0.38
5.8;128;0.6;1.3;0.044;38;5;3.77;0.99362;10.6;0.11;0.84;0.24;0.19
5.5;119;0.49;2.2;0.021;31;8;3.55;0.98919;13;0.17;0.75;0.26;0.34
6.6;118;0.54;14.9;0.051;33;6;3.04;0.99835;9;0.25;0.77;0.3;0.23
6.6;118;0.54;14.9;0.051;33;6;3.04;0.99835;9;0.25;0.24;0.3;0.23
8.4;148;0.32;0.95;0.021;52;5;2.93;0.99038;11.5;0.20;0.65;0.31;0.31
6.7;76;0.44;1.4;0.025;17;6;3.11;0.99104;11;0.13;0.24;0.3;0.2
8.4;148;0.32;0.95;0.021;52;5;2.93;0.99038;11.5;0.50;0.43;0.31;0.31
7.3;112;0.43;1.7;0.05;10;5;3.11;0.99286;9.9;0.14;0.58;0.24;0.26
6.3;128;0.46;5.6;0.039;31;6;3.12;0.99296;10.4;0.10;0.58;0.22;0.22
6.6;118;0.54;14.9;0.051;33;6;3.04;0.99835;9;0.17;0.98;0.3;0.23
7.5;110;0.52;7.1;0.056;50;6;3.06;0.9954;9.9;0.20;0.77;0.4;0.19
8;162;0.47;1.2;0.045;71;6;3.07;0.9914;11;0.14;0.53;0.33;0.14
6.8;124;0.35;9.6;0.026;34;6;3.18;0.99286;12.1;0.13;0.76;0.39;0.32
6.6;131;0.51;11.4;0.044;45;6;2.96;0.99604;9.7;0.50;0.70;0.2;0.23
6.6;131;0.51;11.4;0.044;45;6;2.96;0.99604;9.7;0.20;0.74;0.2;0.23
6.7;123;0.3;7.9;0.034;39;7;2.99;0.99119;12.2;0.17;0.01;0.26;0.36
6.1;113;0.31;5;0.016;31;7;3.15;0.99007;12.4;0.50;0.36;0.42;0.38
8.5;97;0.39;11.1;0.033;30;7;3.03;0.99507;10.5;0.17;0.59;0.28;0.23
7;213;0.57;8;0.05;29;6;3.28;0.99596;10.4;0.14;0.34;0.31;0.2
6;180;0.34;3.8;0.029;48;6;3.15;0.99011;12;0.50;0.01;0.32;0.26
6.9;28;0.32;10.55;0.037;4;6;3.07;0.99184;12.7;0.33;0.36;0.3;0.3
6.7;115;0.45;10.2;0.039;29;7;3.11;0.99469;10.9;0.20;0.15;0.28;0.18
6.7;115;0.45;10.2;0.039;29;7;3.11;0.99469;10.9;1.00;0.79;0.28;0.18
6.8;113;0.45;9.8;0.039;29;7;3.11;0.99406;10.9;0.14;0.25;0.28;0.18
7.2;103;0.52;6.3;0.034;17;7;3.15;0.99305;11.4;1.00;0.89;0.31;0.19
6.2;184;0.41;1.1;0.036;74;6;3.22;0.99096;11;0.25;0.95;0.32;0.16
5;178;0.31;4.5;0.032;58;7;3.45;0.98956;12.6;0.50;0.55;0.32;0.27
6.3;152;0.46;6.3;0.034;45;7;3.29;0.9921;11.6;0.20;0.95;0.28;0.37
6.6;130;0.44;10.9;0.038;29;7;3.11;0.99496;10.5;0.50;0.62;0.27;0.2
6.8;113;0.45;9.8;0.039;29;7;3.11;0.99406;10.9;0.25;0.14;0.28;0.18
6.8;113;0.45;9.8;0.039;29;7;3.11;0.99406;10.9;0.17;0.18;0.28;0.18
6.6;119;0.37;0.8;0.037;42;6;3.03;0.9888;12.5;0.14;0.45;0.34;0.28
6.5;111;0.5;0.8;0.034;32;8;3.11;0.98942;12.1;0.11;0.61;0.36;0.35
6.9;158;0.58;1.2;0.035;35;6;3.02;0.99082;11.3;0.50;0.63;0.33;0.25
6;112;0.64;1.3;0.025;18;7;3.07;0.98802;13.3;0.25;0.92;0.3;0.32
6.8;113;0.45;9.8;0.039;29;7;3.11;0.99406;10.9;0.11;0.45;0.28;0.18
6.7;115;0.45;10.2;0.039;29;7;3.11;0.99469;10.9;0.13;0.55;0.28;0.18
6.6;130;0.44;10.9;0.038;29;7;3.11;0.99496;10.5;0.17;0.42;0.27;0.2
6.3;152;0.46;6.3;0.034;45;7;3.29;0.9921;11.6;0.11;0.29;0.28;0.37
7.2;103;0.52;6.3;0.034;17;7;3.15;0.99305;11.4;0.20;0.39;0.31;0.19
6.3;111;0.51;1.2;0.034;26;6;3.16;0.99074;11;0.13;0.38;0.36;0.18
6.9;156;0.36;0.9;0.037;40;6;3.08;0.98968;12.1;0.33;0.61;0.36;0.3
6.2;184;0.41;1.1;0.036;74;6;3.22;0.99096;11;0.13;0.03;0.32;0.16
5;178;0.31;4.5;0.032;58;7;3.45;0.98956;12.6;0.50;0.09;0.32;0.27
5;173;0.3;3.7;0.03;54;7;3.36;0.9887;13;0.20;0.36;0.33;0.3
6.5;221;0.64;18.1;0.054;50;6;2.94;0.99941;8.8;0.25;0.31;0.5;0.2
6.7;218;0.53;1.35;0.061;30.5;5;3.16;0.99388;9.5;0.13;0.86;0.31;0.25
6.6;105;0.47;5.5;0.029;30;6;3.2;0.99206;11.8;0.25;0.35;0.36;0.22
6.8;93;0.45;3.1;0.026;29;6;3.14;0.99035;12.2;0.10;0.43;0.37;0.25
7;105;0.55;12.85;0.042;36;6;3.05;0.99581;10.7;0.17;0.98;0.37;0.13
7;67;0.38;19.8;0.04;12;6;3.07;0.9976;11;0.10;0.40;0.34;0.45
7.2;104;0.44;8.25;0.02;14;6;2.99;0.99362;11.4;1.00;0.80;0.3;0.32
7;105;0.55;12.85;0.042;36;6;3.05;0.99581;10.7;0.33;0.15;0.37;0.13
5.9;135;0.34;3.8;0.035;57;6;3.09;0.99016;12;0.17;0.71;0.3;0.34
6.8;121;0.39;6.9;0.037;33;8;3.02;0.99176;11.9;0.17;0.10;0.31;0.22
7.2;104;0.44;8.25;0.02;14;6;2.99;0.99362;11.4;0.13;0.58;0.3;0.32
8.4;46;0.34;11.7;0.029;3;6;3.02;0.99439;11.8;0.11;0.29;0.35;0.32
6.8;88;0.48;4.6;0.046;6;4;3.34;0.99458;10.6;0.20;0.04;0.29;0.27
8;133;0.38;4;0.05;24;5;3.06;0.99418;9.7;0.11;0.84;0.21;0.74
7;67;0.38;19.8;0.04;12;6;3.07;0.9976;11;0.14;0.07;0.34;0.45
7;105;0.55;12.85;0.042;36;6;3.05;0.99581;10.7;0.50;0.63;0.37;0.13
5.4;152;0.63;1.2;0.045;69;7;3.76;0.99178;11;0.17;0.96;0.29;0.22
8.4;118;0.34;8.9;0.024;17;6;2.99;0.99456;10.5;0.14;0.99;0.3;0.22
7.4;150;0.45;11.7;0.035;44;5;3.1;0.99578;10.4;0.14;0.17;0.22;0.32
7.5;138;0.55;6.2;0.05;21;6;3.2;0.99546;10.5;1.00;0.04;0.37;0.18
7.1;142;0.48;14.8;0.024;22;8;3.12;0.99518;12;0.33;0.36;0.29;0.47
7.1;142;0.48;14.8;0.024;22;8;3.12;0.99518;12;0.11;0.24;0.29;0.47
5.8;124;0.41;10.8;0.042;33;6;3.22;0.99646;9.2;0.50;0.54;0.25;0.19
6.7;92;0.49;1.6;0.036;15;5;3.37;0.99264;10.9;1.00;0.40;0.46;0.14
6.8;185;0.5;8.3;0.045;50;6;3.15;0.99578;9.5;0.14;0.22;0.38;0.24
6.9;156;0.55;8.4;0.042;36;6;3.15;0.99604;9.4;0.10;0.49;0.47;0.25
6;85;0.5;2.5;0.026;31;7;3.13;0.99014;11.3;0.10;0.04;0.33;0.24
6.8;189;0.58;3.5;0.054;26;5;3.42;0.99489;10.4;0.33;0.29;0.34;0.29
6.3;170;0.57;17.2;0.037;57;6;3.26;0.99884;9.4;0.11;0.09;0.42;0.33
6.5;104;0.52;2.1;0.027;43;6;3.02;0.99054;11.3;0.11;0.30;0.45;0.23
6.3;196;0.4;12.2;0.044;59;6;3.14;0.99782;8.8;0.14;0.35;0.29;0.27
6.3;130;0.35;11.8;0.045;58;5;3.2;0.99519;10.8;0.14;0.59;0.37;0.2
6.2;173;0.57;16.8;0.037;58;6;3.25;0.99882;9.4;0.25;0.94;0.41;0.33
6.3;170;0.57;17.2;0.037;57;6;3.26;0.99884;9.4;0.11;0.04;0.42;0.33
7.2;114;0.43;1.1;0.154;46;6;2.95;0.9931;9.2;0.10;0.25;1;0.21
6;144;0.53;14.7;0.044;15;6;3.12;0.99666;10.3;0.11;0.91;0.3;0.27
5.7;99;0.57;5.5;0.034;21;6;3.09;0.99324;9.9;0.33;0.92;0.26;0.12
6.9;112;0.34;6.1;0.027;38;6;3.19;0.99086;12.4;0.50;0.88;0.37;0.24
7.7;167;0.44;1.2;0.041;42;5;3.11;0.9908;11.9;0.10;0.84;0.53;0.18
7.1;132;0.56;1.3;0.023;33;6;3.11;0.99067;11.7;0.25;0.72;0.43;0.17
7.5;199;0.57;8.7;0.126;49;5;2.98;0.99711;9.4;1.00;0.21;0.38;0.33
6.2;272;0.53;1.7;0.039;138.5;4;3.53;0.99452;9.6;0.33;0.53;0.24;0.255
7.5;199;0.57;8.7;0.126;49;5;2.98;0.99711;9.4;0.17;0.75;0.38;0.33
5.6;175;0.43;10.2;0.043;78;7;2.98;0.9945;10.4;0.11;0.85;0.66;0.2
7.6;102;0.47;4.5;0.042;26;5;3.09;0.99427;9.5;1.00;0.27;0.36;0.17
5.8;73;0.43;5.9;0.036;7;6;3.2;0.99152;11.9;0.10;0.09;0.31;0.15
6.3;116;0.4;1.7;0.024;36;6;3.18;0.98935;12.5;0.11;0.40;0.44;0.25
6.9;55;0.4;1.4;0.016;6;5;3.16;0.98876;13.4;0.14;0.11;0.41;0.28
7.2;114;0.84;5.4;0.026;27;5;3.13;0.99174;12.7;0.17;0.12;0.37;0.27
6.2;208;0.46;7.9;0.045;54;5;3.17;0.99572;9.1;0.13;0.26;0.38;0.25
8.5;58;0.5;1.1;0.026;23;6;2.9;0.99184;10.5;0.11;0.32;0.48;0.19
6.2;176;0.7;7;0.046;58;5;3.19;0.99454;10.4;0.10;0.50;0.54;0.25
6.2;176;0.7;7;0.046;58;5;3.19;0.99454;10.4;0.10;0.96;0.54;0.25
6.8;110;0.59;7.6;0.03;30;8;3.08;0.99164;12.5;1.00;0.87;0.43;0.28
6.2;176;0.7;7;0.046;58;5;3.19;0.99454;10.4;0.17;0.33;0.54;0.25
7.4;183;0.48;12.3;0.038;77;5;2.95;0.99778;9;0.14;0.86;0.8;0.21
